Project,Package,Class,Method,Smell,Description,Method start line no,File
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineXmlFile,Long Statement,The length of the statement "CamelLanguageServer camelLanguageServer=initializeLanguageServer("<camelContext xmlns=\"http://camel.apache.org/schema/spring\">\n" + "<to uri=\"\" ></to>\n" + "</camelContext>");" is 179.,366,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineXmlFile,Long Statement,The length of the statement "CompletableFuture<Either<List<CompletionItem>`CompletionList>> completions=getCompletionFor(camelLanguageServer`new Position(1`9));" is 131.,366,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineXmlFile,Magic Number,The method contains a magic number: 9,366,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineXmlFile,Magic Number,The method contains a magic number: 9,366,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineXmlFile,Magic Number,The method contains a magic number: 9,366,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineURI,Long Statement,The length of the statement "CamelLanguageServer camelLanguageServer=initializeLanguageServer("<camelContext xmlns=\"http://camel.apache.org/schema/spring\">\n" + "<to uri=\"file:myFolder?\n" + "noop=true&amp;\n"+ "recursive=false\n"+ "\"/>\n\""+ "</camelContext>");" is 237.,378,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineURI,Long Statement,The length of the statement "CompletableFuture<Either<List<CompletionItem>`CompletionList>> completions=getCompletionFor(camelLanguageServer`new Position(1`23));" is 132.,378,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineURI,Magic Number,The method contains a magic number: 23,378,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineURI,Magic Number,The method contains a magic number: 10,378,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionForNotCamelnamespace,Long Statement,The length of the statement "CompletableFuture<Either<List<CompletionItem>`CompletionList>> completions=getCompletionFor(camelLanguageServer`new Position(0`11));" is 132.,393,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionForNotCamelnamespace,Magic Number,The method contains a magic number: 11,393,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionWhenNotAfterURIEqualQuote,Long Statement,The length of the statement "CamelLanguageServer camelLanguageServer=initializeLanguageServer("<from uri=\"\" xmlns=\"http://camel.apache.org/schema/spring\"></from>\n");" is 141.,403,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionWhenNotAfterURIEqualQuote,Long Statement,The length of the statement "CompletableFuture<Either<List<CompletionItem>`CompletionList>> completions=getCompletionFor(camelLanguageServer`new Position(0`6));" is 131.,403,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionWhenNotAfterURIEqualQuote,Long Statement,The length of the statement "assertThat((String)loggingEvent.getMessage().getFormattedMessage()).doesNotContain(CamelEndpointCompletionProcessor.ERROR_SEARCHING_FOR_CORRESPONDING_NODE_ELEMENTS);" is 165.,403,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionWhenNotAfterURIEqualQuote,Magic Number,The method contains a magic number: 6,403,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelLanguageServerTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,Long Statement,The length of the statement "CamelLanguageServer camelLanguageServer=initializeLanguageServer("<to uri=\"\" xmlns=\"http://camel.apache.org/schema/blueprint\"></to>\n");" is 140.,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelTextDocumentServiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,Long Statement,The length of the statement "TextDocumentContentChangeEvent contentChange=new TextDocumentContentChangeEvent("<to xmlns=\"http://camel.apache.org/schema/blueprint\" uri=\"\"></to>\n");" is 155.,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelTextDocumentServiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,Long Statement,The length of the statement "CompletableFuture<Either<List<CompletionItem>`CompletionList>> completionsAtOldPosition=getCompletionFor(camelLanguageServer`new Position(0`11));" is 145.,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelTextDocumentServiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,Long Statement,The length of the statement "CompletableFuture<Either<List<CompletionItem>`CompletionList>> completionsAtNewPosition=getCompletionFor(camelLanguageServer`new Position(0`58));" is 145.,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelTextDocumentServiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,Magic Number,The method contains a magic number: 11,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelTextDocumentServiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,Magic Number,The method contains a magic number: 58,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\CamelTextDocumentServiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal,RangeChecker,check,Long Parameter List,The method has 5 parameters. ,25,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\RangeChecker.java
camel-language-server,com.github.cameltooling.lsp.internal,RunnerHelpTest,testClientProxyAvailable,Long Statement,The length of the statement "await("Wait for output to be written").untilAsserted(() -> assertThat(outContent.toString()).contains(Runner.HELP_MESSAGE));" is 124.,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\RunnerHelpTest.java
camel-language-server,com.github.cameltooling.lsp.internal,RunnerStandardIOTest,testClientProxyAvailable,Long Statement,The length of the statement "await("Wait for Server to start with a remote proxy client").untilAsserted(() -> assertThat(Runner.server.getClient()).isNotNull());" is 132.,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\RunnerStandardIOTest.java
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,tearDown,Long Statement,The length of the statement "await("The Thread is still alive although interrupt was called.").untilAsserted(() -> assertThat(thread.isAlive()).isFalse());" is 126.,48,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\RunnerWebSocketTest.java
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,retrieveLocalHostname,Long Statement,The length of the statement "assumeFalse("localhost".equals(localHostname)`"The test is inaccurate if the hostname is localhost as it is the default value. The code might still be right but the test becomes useless.");" is 189.,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\RunnerWebSocketTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,UnknownComponentErrorMsg,getErrorMessage,Long Statement,The length of the statement "return "The specified component scheme " + property + " is unknown. Make sure you added the right component dependency to your pom.xml.";" is 137.,20,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\UnknownComponentErrorMsg.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,BooleanErrorMsgTest,testGetErrorMessageSpecifyInvalid,Long Statement,The length of the statement "assertThat(new BooleanErrorMsg().getErrorMessage(map.entrySet().iterator().next())).contains("Invalid").contains("aNonBooleanValue");" is 133.,28,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\BooleanErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,EnumErrorMsgTest,testGetErrorMessage,Long Statement,The length of the statement "assertThat(new EnumErrorMsg().getErrorMessage(result`map.entrySet().iterator().next())).contains("Invalid").contains("aPotentialValue"`"aSecondPotentialValue");" is 160.,29,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\EnumErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,IntegerErrorMsgTest,testGetErrorMessageSpecifyInvalid,Long Statement,The length of the statement "assertThat(new IntegerErrorMsg().getErrorMessage(map.entrySet().iterator().next())).contains("Invalid").contains("aWrongInteger");" is 130.,28,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\IntegerErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NumberErrorMsgTest,testGetErrorMessageSpecifyInvalid,Long Statement,The length of the statement "assertThat(new NumberErrorMsg().getErrorMessage(map.entrySet().iterator().next())).contains("Invalid").contains("aWrongInteger");" is 129.,28,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\NumberErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsgTest,testGetErrorMessageNotStartingWithSharp,Long Statement,The length of the statement "assertThat(new ReferenceErrorMsg().getErrorMessage(map.entrySet().iterator().next())).contains("Invalid").contains("must start with #").contains("aWrongReferenceNotStartingWith#");" is 180.,28,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\ReferenceErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsgTest,testGetErrorMessageStartingWithSharp,Long Statement,The length of the statement "assertThat(new ReferenceErrorMsg().getErrorMessage(map.entrySet().iterator().next())).contains("Invalid").doesNotContain("must start with #").contains("#aWrongReferenceStartingWith");" is 183.,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\ReferenceErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsgTest,testGetErrorMessageSpecifyEmpty,Long Statement,The length of the statement "assertThat(new ReferenceErrorMsg().getErrorMessage(map.entrySet().iterator().next())).contains("Empty").doesNotContain("must start with #");" is 140.,47,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\catalog\diagnostic\ReferenceErrorMsgTest.java
camel-language-server,com.github.cameltooling.lsp.internal.catalog.util,CamelNodeDetailsUtils,retrieveEndline,Long Statement,The length of the statement "LOGGER.warn("The parsing of the file " + camelNodeDetails.getFileName() + " returned an invalid line number end "+ lineNumberEndAsString+ " for node "+ camelNodeDetails.getName()`ex);" is 183.,43,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\catalog\util\CamelNodeDetailsUtils.java
